id,brand,model,model_name,screen_size,screen_type,resolution,refresh_rate,chipset,cpu_cores,gpu,ram,storage,storage_expandable,rear_camera_main,rear_camera_count,rear_camera_specs,front_camera,video,battery_capacity,charging_wired,charging_wireless,fast_charging,os,network_5g,sim_type,weight,dimensions,water_resistance,fingerprint,nfc,infrared,headphone_jack,launch_date,source,source_url,fetched_at
google_pixel7a,Google,Pixel 7a,Pixel 7a,6.1英寸,OLED,2400x1080,90Hz,Tensor G2,8核,Mali-G710 MP7,8GB,128GB,False,64MP,2摄,64MP主摄(OIS)+13MP超广角,13MP,4K@60fps,4385mAh,18W,7.5W,True,Android 13,True,Nano-SIM+eSIM,193g,152x72.9x9mm,IP67,屏下光学,True,False,False,2023-05,store.google.com,,2026-08-06T14:01:52.831756+00:00
huawei_enjoy70x,Huawei,Enjoy 70X,Enjoy 70X,6.75英寸,IPS LCD,1600x720,60Hz,Kirin 710A,8核,Mali-G51,8GB,128GB,True,50MP,2摄,50MP主摄+2MP景深,8MP,1080p@30fps,6000mAh,22.5W,无,False,HarmonyOS 4.0,False,Nano-SIM,199g,168.3x77.7x8.9mm,无防水,侧边,True,False,True,2024-03,huawei.com,,2026-08-06T14:01:52.831756+00:00
oppo_findx7,OPPO,Find X7,Find X7,6.78英寸,LTPO AMOLED,2780x1264,120Hz,Dimensity 9300,8核,Immortalis-G720,16GB,256GB,False,50MP,3摄,50MP主摄(OIS)+50MP潜望长焦(3x)+50MP超广角,32MP,4K@60fps,5000mAh,100W,50W,True,Android 14,True,Nano-SIM,206g,162.7x75.4x8.7mm,IP65,屏下光学,True,True,False,2024-01,oppo.com,,2026-08-06T14:01:52.831756+00:00
honor_200,Honor,200,200,6.7英寸,AMOLED,2664x1200,120Hz,Snapdragon 7 Gen 3,8核,Adreno 720,12GB,256GB,False,50MP,3摄,50MP主摄(OIS)+50MP长焦(2.5x)+12MP超广角,50MP,4K@30fps,5200mAh,100W,无,True,Android 14,True,Nano-SIM,175g,161.5x74.6x7.7mm,无防水,屏下光学,True,False,False,2024-05,honor.com,,2026-08-06T14:01:52.831756+00:00
samsung_galaxya06s,Samsung,Galaxy A06s,Galaxy A06s,6.6英寸,PLS LCD,1600x720,90Hz,Exynos 850,8核,Mali-G52,4GB,64GB,True,50MP,2摄,50MP主摄+2MP景深,8MP,1080p@30fps,5000mAh,15W,无,False,Android 14,False,Nano-SIM,195g,167.3x77.3x8.8mm,无防水,侧边,False,False,True,2024-08,samsung.com,,2026-08-06T14:02:37.919549+00:00
oppo_findn4flip,OPPO,Find N4 Flip,Find N4 Flip,6.8英寸,Foldable LTPO AMOLED,2640x1080,120Hz,Dimensity 9400,8核,Immortalis-G925,12GB,256GB,False,50MP,2摄,50MP主摄(OIS)+8MP超广角,32MP,4K@60fps,4300mAh,67W,无,True,Android 15,True,Nano-SIM+eSIM,187g,166.2x75.2x7.3mm(展开),IPX8,侧边,True,True,False,2025-02,oppo.com,,2026-08-06T14:02:37.919549+00:00
vivo_x100ultra,vivo,X100 Ultra,X100 Ultra,6.78英寸,LTPO AMOLED,3200x1440,120Hz,Snapdragon 8 Gen 3,8核,Adreno 750,12GB,256GB,False,50MP,3摄,"50MP主摄(1英寸,OIS)+200MP潜望长焦(3.7x)+50MP超广角",50MP,8K@30fps,5500mAh,80W,50W,True,Android 14,True,Nano-SIM,221g,164.1x75.6x9.2mm,IP69/IP68,超声波屏下,True,True,False,2024-05,vivo.com,,2026-08-06T14:02:37.919549+00:00
nokia_g42,Nokia,G42,G42,6.56英寸,IPS LCD,1612x720,90Hz,Snapdragon 480+,8核,Adreno 619,6GB,128GB,True,50MP,3摄,50MP主摄+2MP微距+2MP景深,8MP,1080p@30fps,5000mAh,20W,无,True,Android 13,True,Nano-SIM,193g,165x75.8x8.6mm,IP52,侧边,True,False,True,2023-06,nokia.com,,2026-08-06T14:02:37.919549+00:00
lenovo_legionpro2,Lenovo,Legion Pro 2,Legion Pro 2,6.92英寸,AMOLED,2480x1116,165Hz,Snapdragon 8 Gen 3,8核,Adreno 750,24GB,1024GB,False,50MP,2摄,50MP主摄+13MP超广角,32MP,8K@24fps,5500mAh,120W,无,True,Android 14,True,Nano-SIM,252g,177x83.2x10.2mm,IP54,侧边,True,False,True,2024-08,lenovo.com,,2026-08-06T14:02:37.919549+00:00
sony_xperia10vi,Sony,Xperia 10 VI,Xperia 10 VI,6.1英寸,OLED,2520x1080,120Hz,Snapdragon 6 Gen 1,8核,Adreno 710,8GB,128GB,True,48MP,2摄,48MP主摄(OIS)+8MP超广角,8MP,4K@30fps,5000mAh,30W,无,True,Android 14,True,Nano-SIM+eSIM,164g,155x68x8.3mm,IP68,侧边,True,False,True,2024-05,sony.com,,2026-08-06T14:02:37.919549+00:00
tecno_spark30pro,Tecno,Spark 30 Pro,Spark 30 Pro,6.78英寸,AMOLED,2436x1080,120Hz,Helio G100,8核,Mali-G57,8GB,256GB,True,108MP,2摄,108MP主摄+2MP景深,13MP,1440p@30fps,5000mAh,33W,无,True,Android 14,False,Nano-SIM,189g,169x77.8x8.1mm,IP53,侧边,True,False,True,2024-09,tecno-mobile.com,,2026-08-06T14:02:37.919549+00:00
infinix_hot50pro,Infinix,Hot 50 Pro Plus,Hot 50 Pro Plus,6.78英寸,AMOLED,2436x1080,120Hz,Helio G100,8核,Mali-G57,16GB,256GB,True,50MP,2摄,50MP主摄+2MP景深,13MP,1440p@30fps,5000mAh,33W,无,True,Android 14,False,Nano-SIM,162g,164.1x74.4x6.8mm,IP54,侧边,True,True,True,2024-10,infinixmobility.com,,2026-08-06T14:02:37.919549+00:00
zte_nubianeo5g,ZTE,Nubia Neo 5G,Nubia Neo 5G,6.6英寸,IPS LCD,2408x1080,120Hz,Unisoc T820,8核,Mali-G57,8GB,256GB,True,50MP,2摄,50MP主摄+2MP景深,8MP,1080p@30fps,4500mAh,22.5W,无,True,Android 13,True,Nano-SIM,192g,163.7x75x8.5mm,无防水,侧边,True,False,True,2023-06,zte.com,,2026-08-06T14:02:37.919549+00:00
tcl_60xe,TCL,60 XE,60 XE,6.8英寸,IPS LCD,2460x1080,120Hz,Dimensity 6100+,8核,Mali-G57,8GB,256GB,True,50MP,3摄,50MP主摄+5MP超广角+2MP微距,32MP,1080p@30fps,5000mAh,18W,无,True,Android 14,True,Nano-SIM,192g,167.6x76.5x8.8mm,IP52,侧边,True,False,True,2024-06,tcl.com,,2026-08-06T14:02:37.919549+00:00
samsung_galaxya16,Samsung,Galaxy A16,Galaxy A16,6.7英寸,Super AMOLED,2340x1080,90Hz,Exynos 1330,8核,Mali-G68,6GB,128GB,True,50MP,3摄,50MP主摄+5MP超广角+2MP微距,13MP,1080p@30fps,5000mAh,25W,无,True,Android 14,True,Nano-SIM,192g,164.2x76.8x8.1mm,IP54,侧边,True,False,True,2024-10,samsung.com,,2026-08-07T00:44:43.761143+00:00
samsung_galaxya36,Samsung,Galaxy A36,Galaxy A36,6.6英寸,Super AMOLED,2340x1080,120Hz,Snapdragon 6 Gen 3,8核,Adreno 710,8GB,256GB,True,50MP,3摄,50MP主摄(OIS)+8MP超广角+5MP微距,32MP,4K@30fps,5000mAh,45W,无,True,Android 15,True,Nano-SIM,185g,162.4x76.2x7.7mm,IP67,屏下光学,True,False,False,2025-03,samsung.com,,2026-08-07T00:44:43.761143+00:00
google_pixel8,Google,Pixel 8,Pixel 8,6.2英寸,OLED,2400x1080,120Hz,Tensor G3,9核,Immortalis-G715s,8GB,128GB,False,50MP,2摄,50MP主摄(OIS)+12MP超广角,10.5MP,4K@60fps,4575mAh,27W,18W,True,Android 14,True,Nano-SIM+eSIM,187g,150.5x70.8x8.9mm,IP68,屏下光学,True,False,False,2023-10,store.google.com,,2026-08-07T00:44:43.761143+00:00
motorola_edge50neo,Motorola,Edge 50 Neo,Edge 50 Neo,6.4英寸,pOLED,2670x1220,120Hz,Dimensity 7300,8核,Mali-G615,12GB,512GB,False,50MP,3摄,50MP主摄(OIS)+10MP长焦(3x)+13MP超广角,32MP,4K@30fps,4310mAh,68W,15W,True,Android 14,True,Nano-SIM+eSIM,171g,154.1x71.2x8.1mm,IP68,屏下光学,True,False,False,2024-08,motorola.com,,2026-08-07T00:44:43.761143+00:00
honor_90,Honor,90,90,6.7英寸,AMOLED,2664x1200,120Hz,Snapdragon 7 Gen 1,8核,Adreno 644,12GB,256GB,False,200MP,3摄,200MP主摄+12MP超广角+2MP景深,50MP,4K@30fps,5000mAh,66W,无,True,Android 13,True,Nano-SIM,183g,161.9x74.1x7.8mm,无防水,屏下光学,True,False,False,2023-06,honor.com,,2026-08-07T00:44:43.761143+00:00
sony_xperia5v,Sony,Xperia 5 V,Xperia 5 V,6.1英寸,OLED,2520x1080,120Hz,Snapdragon 8 Gen 2,8核,Adreno 740,8GB,128GB,True,48MP,2摄,48MP主摄(OIS)+12MP超广角,12MP,4K@120fps,5000mAh,30W,15W,True,Android 13,True,Nano-SIM+eSIM,183g,154x68x8.6mm,IP68,侧边,True,False,True,2023-09,sony.com,,2026-08-07T00:44:43.761143+00:00
asus_rogphone8,ASUS,ROG Phone 8,ROG Phone 8,6.78英寸,AMOLED,2400x1080,165Hz,Snapdragon 8 Gen 3,8核,Adreno 750,16GB,256GB,False,50MP,3摄,50MP主摄(OIS)+13MP超广角+32MP长焦(3x),32MP,8K@24fps,5500mAh,65W,15W,True,Android 14,True,Nano-SIM,225g,163.8x76.8x8.9mm,IP68,屏下光学,True,False,True,2024-01,asus.com,,2026-08-07T00:44:43.761143+00:00
nothing_phone1,Nothing,Phone (1),Phone (1),6.55英寸,OLED,2400x1080,120Hz,Snapdragon 778G+,8核,Adreno 642L,8GB,256GB,False,50MP,2摄,50MP主摄(OIS)+50MP超广角,16MP,4K@30fps,4500mAh,33W,15W,True,Android 12,True,Nano-SIM,193g,159.2x75.8x8.3mm,IP53,屏下光学,True,False,False,2022-07,nothing.tech,,2026-08-07T00:44:43.761143+00:00
realme_gtneo6,Realme,GT Neo 6,GT Neo 6,6.78英寸,AMOLED,2780x1264,120Hz,Snapdragon 8s Gen 3,8核,Adreno 735,12GB,256GB,False,50MP,2摄,50MP主摄(OIS)+8MP超广角,32MP,4K@60fps,5500mAh,120W,无,True,Android 14,True,Nano-SIM,191g,162.1x75x8.7mm,IP65,屏下光学,True,True,False,2024-05,realme.com,,2026-08-07T00:44:43.761143+00:00
vivo_iqooneo9spro,vivo,iQOO Neo 9S Pro,iQOO Neo 9S Pro,6.78英寸,AMOLED,2800x1260,144Hz,Dimensity 9300+,8核,Immortalis-G720,16GB,512GB,False,50MP,2摄,50MP主摄(OIS)+8MP超广角,16MP,4K@60fps,5160mAh,120W,无,True,Android 14,True,Nano-SIM,196g,163.5x75.7x8mm,无防水,超声波屏下,True,True,False,2024-07,vivo.com,,2026-08-07T00:44:43.761143+00:00
oppo_reno13pro,OPPO,Reno 13 Pro,Reno 13 Pro,6.83英寸,AMOLED,2800x1272,120Hz,Dimensity 8350,8核,Mali-G615,12GB,256GB,False,50MP,3摄,50MP主摄(OIS)+8MP超广角+50MP长焦(3.5x),50MP,4K@60fps,5800mAh,80W,50W,True,Android 15,True,Nano-SIM,195g,162.6x76.8x7.6mm,IP69/IP68,屏下光学,True,True,False,2024-12,oppo.com,,2026-08-07T00:44:43.761143+00:00
huawei_mate70rs,Huawei,Mate 70 RS Ultimate,Mate 70 RS Ultimate,6.9英寸,LTPO OLED,2832x1316,120Hz,Kirin 9100,8核,Maleoon 920,16GB,512GB,False,50MP,4摄,50MP主摄(可变光圈)+48MP潜望长焦(3.5x)+40MP超广角+1.6MP多光谱,13MP+3D深感,4K@60fps,5700mAh,100W,80W,True,HarmonyOS NEXT,True,Nano-SIM,228g,164.1x75.5x8.1mm,IP69/IP68,3D面部+屏下光学,True,True,False,2024-11,huawei.com,,2026-08-07T00:44:43.761143+00:00
samsung_galaxym15,Samsung,Galaxy M15,Galaxy M15,6.6英寸,Super AMOLED,2340x1080,90Hz,Dimensity 6100+,8核,Mali-G57,6GB,128GB,True,50MP,3摄,50MP主摄+5MP超广角+2MP微距,13MP,1080p@30fps,6000mAh,25W,无,True,Android 14,True,Nano-SIM,206g,164x76.7x8.5mm,无防水,侧边,True,False,True,2024-06,samsung.com,,2026-08-07T00:45:33.622037+00:00
samsung_galaxyzflip5,Samsung,Galaxy Z Flip 5,Galaxy Z Flip 5,6.7英寸,Foldable Dynamic AMOLED 2X,2640x1080,120Hz,Snapdragon 8 Gen 2,8核,Adreno 740,8GB,256GB,False,12MP,2摄,12MP主摄(OIS)+12MP超广角,10MP,4K@60fps,3700mAh,25W,15W,True,Android 13,True,Nano-SIM+eSIM,187g,165.1x71.9x6.9mm(展开),IPX8,侧边,True,False,False,2023-08,samsung.com,,2026-08-07T00:45:33.622037+00:00
xiaomi_redminote13rpro,Xiaomi,Redmi Note 13R Pro,Redmi Note 13R Pro,6.67英寸,OLED,2400x1080,120Hz,Dimensity 6080,8核,Mali-G57,8GB,256GB,True,108MP,2摄,108MP主摄+2MP景深,16MP,1080p@30fps,5000mAh,33W,无,True,Android 13,True,Nano-SIM,188g,161.1x75x7.7mm,IP54,侧边,True,True,True,2023-09,mi.com,,2026-08-07T00:45:33.622037+00:00
xiaomi_pococ75,Xiaomi,Poco C75,Poco C75,6.88英寸,IPS LCD,1600x720,120Hz,Helio G91 Ultra,8核,Mali-G52,6GB,128GB,True,50MP,2摄,50MP主摄+2MP微距,13MP,1080p@30fps,5160mAh,18W,无,False,Android 14,False,Nano-SIM,206g,171.9x78x8.3mm,无防水,侧边,False,False,True,2024-10,mi.com,,2026-08-07T00:45:33.622037+00:00
oppo_a5pro,OPPO,A5 Pro,A5 Pro,6.7英寸,AMOLED,2412x1080,120Hz,Dimensity 7300,8核,Mali-G615,8GB,256GB,True,50MP,2摄,50MP主摄(OIS)+2MP黑白,16MP,4K@30fps,6000mAh,80W,无,True,Android 15,True,Nano-SIM,185g,161.5x74.3x7.7mm,IP69/IP68,屏下光学,True,True,False,2025-01,oppo.com,,2026-08-07T00:45:33.622037+00:00
vivo_v50,vivo,V50,V50,6.77英寸,AMOLED,2392x1080,120Hz,Snapdragon 7 Gen 3,8核,Adreno 720,12GB,256GB,False,50MP,2摄,50MP主摄(OIS)+50MP超广角,50MP,4K@30fps,6000mAh,90W,无,True,Android 15,True,Nano-SIM,189g,163.8x75x7.4mm,IP69/IP68,屏下光学,True,False,False,2025-02,vivo.com,,2026-08-07T00:45:33.622037+00:00
motorola_razr50,Motorola,Razr 50,Razr 50,6.9英寸,Foldable pOLED,2640x1080,120Hz,Dimensity 7300X,8核,Mali-G615,8GB,256GB,False,50MP,2摄,50MP主摄(OIS)+13MP超广角,32MP,4K@30fps,4200mAh,30W,15W,True,Android 14,True,Nano-SIM+eSIM,188g,171.3x74x7.3mm(展开),IPX8,侧边,True,False,False,2024-06,motorola.com,,2026-08-07T00:45:33.622037+00:00
google_pixel7,Google,Pixel 7,Pixel 7,6.3英寸,OLED,2400x1080,90Hz,Tensor G2,8核,Mali-G710 MP7,8GB,128GB,False,50MP,2摄,50MP主摄(OIS)+12MP超广角,10.8MP,4K@60fps,4355mAh,21W,20W,True,Android 13,True,Nano-SIM+eSIM,197g,155.6x73.2x8.7mm,IP68,屏下光学,True,False,False,2022-10,store.google.com,,2026-08-07T00:45:33.622037+00:00
oneplus_nordce4lite,OnePlus,Nord CE4 Lite,Nord CE4 Lite,6.67英寸,AMOLED,2400x1080,120Hz,Snapdragon 6 Gen 1,8核,Adreno 710,8GB,256GB,True,50MP,2摄,50MP主摄(OIS)+2MP景深,16MP,1080p@30fps,5500mAh,80W,无,True,Android 14,True,Nano-SIM,191g,162.9x75.6x8.1mm,IP54,屏下光学,True,False,True,2024-07,oneplus.com,,2026-08-07T00:45:33.622037+00:00
honor_x50pro,Honor,X50 Pro,X50 Pro,6.78英寸,AMOLED,2652x1200,120Hz,Snapdragon 8+ Gen 1,8核,Adreno 730,12GB,256GB,False,108MP,2摄,108MP主摄+2MP景深,8MP,4K@30fps,5800mAh,35W,无,True,Android 13,True,Nano-SIM,192g,163.6x75.5x8mm,IP53,屏下光学,True,False,False,2023-12,honor.com,,2026-08-07T00:45:33.622037+00:00
zte_redmagic9spro,ZTE,Red Magic 9S Pro,Red Magic 9S Pro,6.8英寸,AMOLED,2480x1116,120Hz,Snapdragon 8 Gen 3 (领先版),8核,Adreno 750 (1GHz),16GB,512GB,False,50MP,2摄,50MP主摄+50MP超广角,16MP(屏下),8K@30fps,6500mAh,80W,无,True,Android 14,True,Nano-SIM,229g,164x76.4x8.9mm,无防水,屏下光学,True,True,True,2024-07,redmagic.com,,2026-08-07T00:45:33.622037+00:00
tecno_phantomvfold2,Tecno,Phantom V Fold 2,Phantom V Fold 2,7.85英寸,Foldable LTPO AMOLED,2296x2000,120Hz,Dimensity 9300+,8核,Immortalis-G720,12GB,512GB,False,50MP,3摄,50MP主摄(OIS)+50MP长焦(2x)+50MP超广角,32MP+32MP,4K@30fps,5750mAh,70W,无,True,Android 14,True,Nano-SIM,249g,161.3x72.7x5.5mm(展开),IP54,侧边,True,True,False,2024-10,tecno-mobile.com,,2026-08-07T00:45:33.622037+00:00
xiaomi_redmiturbo4,Xiaomi,Redmi Turbo 4,Redmi Turbo 4,6.67英寸,AMOLED,2712x1220,120Hz,Dimensity 8400 Ultra,8核,Immortalis-G720,12GB,256GB,False,50MP,2摄,50MP主摄(OIS)+8MP超广角,20MP,4K@60fps,6550mAh,90W,无,True,Android 15,True,Nano-SIM,203g,161.2x75.2x8mm,IP68,屏下光学,True,True,False,2025-01,mi.com,,2026-08-07T00:46:18.716427+00:00
motorola_g05,Motorola,Moto G05,Moto G05,6.67英寸,IPS LCD,1600x720,90Hz,Helio G36,8核,PowerVR GE8320,4GB,64GB,True,50MP,2摄,50MP主摄+2MP景深,8MP,1080p@30fps,5200mAh,15W,无,False,Android 14 Go,False,Nano-SIM,189g,165.7x76x8.2mm,IP52,侧边,False,False,True,2024-08,motorola.com,,2026-08-07T00:46:18.716427+00:00
tcl_505,TCL,505,505,6.75英寸,IPS LCD,1600x720,90Hz,Helio G36,8核,PowerVR GE8320,4GB,128GB,True,50MP,2摄,50MP主摄+2MP景深,5MP,1080p@30fps,5010mAh,10W,无,False,Android 14,False,Nano-SIM,189g,168x78x8.9mm,无防水,侧边,False,False,True,2024-05,tcl.com,,2026-08-07T00:46:18.716427+00:00
nokia_g22,Nokia,G22,G22,6.5英寸,IPS LCD,1612x720,90Hz,Unisoc T606,8核,Mali-G57,4GB,64GB,True,50MP,3摄,50MP主摄+2MP微距+2MP景深,8MP,1080p@30fps,5050mAh,20W,无,False,Android 12,False,Nano-SIM,196g,165x76.2x8.5mm,IP52,侧边,True,False,True,2023-02,nokia.com,,2026-08-07T00:46:18.716427+00:00
meizu_21,Meizu,21,21,6.55英寸,AMOLED,2340x1080,120Hz,Snapdragon 8 Gen 3,8核,Adreno 750,12GB,256GB,False,200MP,3摄,200MP主摄(OIS)+13MP超广角+5MP微距,32MP,8K@24fps,4800mAh,80W,无,True,Flyme 10 (Android 13),True,Nano-SIM,198g,156.7x75.3x7.9mm,IP54,超声波屏下,True,False,False,2023-11,meizu.com,,2026-08-07T00:46:18.716427+00:00
sony_xperia1v,Sony,Xperia 1 V,Xperia 1 V,6.5英寸,4K HDR OLED,3840x1644,120Hz,Snapdragon 8 Gen 2,8核,Adreno 740,12GB,256GB,True,48MP,3摄,48MP主摄(OIS)+12MP长焦(3.5-5.2x)+12MP超广角,12MP,4K@120fps,5000mAh,30W,15W,True,Android 13,True,Nano-SIM+eSIM,187g,165x71x8.3mm,IP68,侧边,True,False,True,2023-06,sony.com,,2026-08-07T00:46:18.716427+00:00
samsung_galaxyf54,Samsung,Galaxy F54,Galaxy F54,6.7英寸,Super AMOLED+,2400x1080,120Hz,Exynos 1380,8核,Mali-G68,8GB,256GB,True,108MP,3摄,108MP主摄(OIS)+8MP超广角+2MP微距,32MP,4K@30fps,6000mAh,25W,无,True,Android 13,True,Nano-SIM,199g,164.9x77.3x8.4mm,无防水,侧边,True,False,False,2023-06,samsung.com,,2026-08-07T00:46:18.716427+00:00
honor_magic6lite,Honor,Magic6 Lite,Magic6 Lite,6.78英寸,AMOLED,2652x1200,120Hz,Snapdragon 6 Gen 1,8核,Adreno 710,8GB,256GB,False,108MP,2摄,108MP主摄+5MP超广角,16MP,1080p@30fps,5800mAh,35W,无,True,Android 13,True,Nano-SIM,185g,163.6x75.5x8mm,IP53,屏下光学,True,False,False,2023-12,honor.com,,2026-08-07T00:46:18.716427+00:00
lenovo_taby11pro,Lenovo,Tab Y11 Pro,Tab Y11 Pro,11.5英寸,IPS LCD,2000x1200,90Hz,Snapdragon 685,8核,Adreno 610,8GB,128GB,True,13MP,1摄,13MP主摄,8MP,1080p@30fps,7700mAh,20W,无,False,Android 13,False,Nano-SIM(LTE),465g,269x169x7.2mm,无防水,无,False,False,True,2023-11,lenovo.com,,2026-08-07T00:46:18.716427+00:00
huawei_matepadpro132,Huawei,MatePad Pro 13.2,MatePad Pro 13.2,13.2英寸,OLED,2880x1920,144Hz,Kirin 9000S,8核,Maleoon 910,12GB,512GB,False,13MP,2摄,13MP主摄+8MP超广角,16MP+ToF,4K@30fps,10100mAh,88W,无,True,HarmonyOS 4.0,False,无蜂窝版,580g,289.1x196.1x5.5mm,无防水,无,False,False,False,2023-09,huawei.com,,2026-08-07T00:46:18.716427+00:00
samsung_galaxya06,Samsung,Galaxy A06,Galaxy A06,6.7英寸,PLS LCD,1600x720,60Hz,Helio G85,8核,Mali-G52,4GB,128GB,True,50MP,2摄,50MP主摄+2MP景深,8MP,1080p@30fps,5000mAh,25W,无,True,Android 14,False,Nano-SIM,189g,167.3x77.3x8mm,无防水,侧边,False,False,True,2024-08,samsung.com,,2026-08-07T00:54:50.083930+00:00
samsung_galaxym05,Samsung,Galaxy M05,Galaxy M05,6.5英寸,PLS LCD,1600x720,60Hz,Helio G85,8核,Mali-G52,4GB,64GB,True,50MP,2摄,50MP主摄+2MP景深,8MP,1080p@30fps,5000mAh,25W,无,True,Android 14,False,Nano-SIM,195g,164.2x75.9x9.1mm,无防水,侧边,False,False,True,2024-06,samsung.com,,2026-08-07T00:54:50.083930+00:00
samsung_galaxya56,Samsung,Galaxy A56,Galaxy A56,6.7英寸,Super AMOLED,2340x1080,120Hz,Exynos 1580,8核,Xclipse 540,8GB,128GB,True,50MP,3摄,50MP主摄(OIS)+12MP超广角+5MP微距,32MP,4K@30fps,5000mAh,45W,无,True,Android 15,True,Nano-SIM,198g,162.7x76.1x7.5mm,IP67,屏下光学,True,False,False,2025-03,samsung.com,,2026-08-07T00:54:50.083930+00:00
xiaomi_redminote14s,Xiaomi,Redmi Note 14S,Redmi Note 14S,6.67英寸,AMOLED,2400x1080,120Hz,Helio G100 Ultra,8核,Mali-G57,8GB,256GB,True,200MP,3摄,200MP主摄(OIS)+8MP超广角+2MP微距,32MP,1080p@30fps,5000mAh,67W,无,True,Android 14,False,Nano-SIM,179g,161.1x75x7.6mm,IP54,屏下光学,True,True,True,2025-04,mi.com,,2026-08-07T00:54:50.083930+00:00
xiaomi_pocox7,Xiaomi,Poco X7,Poco X7,6.72英寸,AMOLED,2400x1080,120Hz,Dimensity 7300 Ultra,8核,Mali-G615,8GB,256GB,False,50MP,3摄,50MP主摄(OIS)+8MP超广角+2MP微距,20MP,4K@30fps,5110mAh,45W,无,True,Android 14,True,Nano-SIM,186g,162.3x74.4x8.4mm,IP68,屏下光学,True,True,False,2025-01,mi.com,,2026-08-07T00:54:50.083930+00:00
oppo_reno12fs,OPPO,Reno 12F,Reno 12F,6.67英寸,AMOLED,2400x1080,120Hz,Dimensity 6300,8核,Mali-G57,8GB,256GB,True,50MP,3摄,50MP主摄(OIS)+8MP超广角+2MP微距,32MP,1080p@30fps,5000mAh,45W,无,True,Android 14,True,Nano-SIM,187g,163.1x75.8x7.8mm,IP65,屏下光学,True,False,False,2024-08,oppo.com,,2026-08-07T00:54:50.083930+00:00
oppo_f27pro,OPPO,F27 Pro Plus,F27 Pro Plus,6.7英寸,AMOLED,2412x1080,120Hz,Dimensity 7050,8核,Mali-G68,8GB,128GB,False,64MP,2摄,64MP主摄(OIS)+2MP景深,8MP,4K@30fps,5000mAh,67W,无,True,Android 14,True,Nano-SIM,177g,161.2x74.3x7.9mm,IP69/IP68/IP66,屏下光学,True,False,False,2024-06,oppo.com,,2026-08-07T00:54:50.083930+00:00
vivo_y300pro,vivo,Y300 Pro,Y300 Pro,6.77英寸,AMOLED,2392x1080,120Hz,Snapdragon 6 Gen 1,8核,Adreno 710,8GB,128GB,False,50MP,2摄,50MP主摄+2MP景深,32MP,1080p@30fps,6500mAh,80W,无,True,Android 14,True,Nano-SIM,194g,165.7x76x7.8mm,IP65,屏下光学,True,False,False,2024-09,vivo.com,,2026-08-07T00:54:50.083930+00:00
vivo_iqooz10turbo,vivo,iQOO Z10 Turbo,iQOO Z10 Turbo,6.78英寸,AMOLED,2800x1260,144Hz,Snapdragon 8s Gen 3,8核,Adreno 735,12GB,256GB,False,50MP,2摄,50MP主摄(OIS)+8MP超广角,16MP,4K@60fps,6000mAh,90W,无,True,Android 15,True,Nano-SIM,197g,163.7x75.9x8mm,IP64,屏下光学,True,True,False,2025-05,vivo.com,,2026-08-07T00:54:50.083930+00:00
motorola_g35,Motorola,Moto G35,Moto G35,6.7英寸,IPS LCD,2400x1080,120Hz,Unisoc T760,8核,Mali-G57,4GB,128GB,True,50MP,2摄,50MP主摄+8MP超广角,16MP,1080p@30fps,5000mAh,20W,无,False,Android 14,True,Nano-SIM,185g,166.1x76.8x7.8mm,IP52,侧边,True,False,True,2024-09,motorola.com,,2026-08-07T00:54:50.083930+00:00
realme_14proplus,Realme,14 Pro Plus,14 Pro Plus,6.83英寸,OLED,2800x1272,120Hz,Snapdragon 7s Gen 3,8核,Adreno 810,12GB,512GB,False,50MP,3摄,50MP主摄(OIS)+50MP潜望长焦(3x)+8MP超广角,32MP,4K@30fps,6000mAh,80W,无,True,Android 15,True,Nano-SIM,194g,163.8x76.4x7.9mm,IP69/IP68,屏下光学,True,True,False,2025-01,realme.com,,2026-08-07T00:54:50.083930+00:00
realme_p3pro,Realme,P3 Pro,P3 Pro,6.7英寸,AMOLED,2412x1080,120Hz,Snapdragon 7 Gen 3,8核,Adreno 720,8GB,256GB,False,50MP,2摄,50MP主摄(OIS)+8MP超广角,32MP,4K@30fps,5600mAh,45W,无,True,Android 15,True,Nano-SIM,189g,162.5x74.3x7.8mm,IP65,屏下光学,True,False,False,2025-02,realme.com,,2026-08-07T00:54:50.083930+00:00
oneplus_nordn40se,OnePlus,Nord N40 SE,Nord N40 SE,6.74英寸,IPS LCD,1600x720,90Hz,Dimensity 6020,8核,Mali-G57,4GB,128GB,True,50MP,2摄,50MP主摄+2MP景深,8MP,1080p@30fps,5000mAh,33W,无,True,Android 14,True,Nano-SIM,195g,167.2x76.7x8.1mm,IP54,侧边,True,True,True,2025-03,oneplus.com,,2026-08-07T00:54:50.083930+00:00
huawei_nova12lite,Huawei,Nova 12 Lite,Nova 12 Lite,6.7英寸,OLED,2412x1084,120Hz,Snapdragon 778G,8核,Adreno 642L,8GB,256GB,False,50MP,2摄,50MP主摄+8MP超广角,60MP,4K@30fps,4500mAh,66W,无,True,HarmonyOS 4.0,False,Nano-SIM,168g,161.3x74.9x6.9mm,无防水,屏下光学,True,False,False,2023-12,huawei.com,,2026-08-07T00:54:50.083930+00:00
